word,frequentcy
steady(3),1
brake(3),1
automatically(9),1
firm(2),1
destination(5),1
predict(4),1
driverless(9),1
sale(1),3
completely(9),4
prototypes(9),1
ferry(4),1
californian(9),2
blind(2),1
prototype(9),1
takeaway(9),1
elderly(3),2
disable(6),1
regain(9),1
personal(2),2
cripple(4),1
reckless(5),1
commute(5),1
sunny(2),2
afternoon(1),1
shoes(1),7
grass(1),1
legally(9),1
rumor(3),1
warm-up(9),1
muscle(3),2
injuries.mei-ling(9),1
relationship(2),3
leastat(9),1
exhibitors(9),1
comic(4),1
calm(2),1
satisfy(2),1
further(2),4
dump(3),1
reusable(9),1
ladder(3),1
program(3),2
operation(4),1
remote(3),1
feed(1),1
engage(3),2
agricultural(5),1
method(2),5
taiwanese(9),1
outbreak(6),2
civil(3),3
war(1),9
panda(2),1
yuan(9),1
zai(9),1
separate(2),3
minor(3),2
occur(2),5
zookeepers(9),1
steel(2),3
wire(2),2
bend(2),1
hooped(9),1
instrument(2),2
sheet(1),3
paper(1),5
wonder(2),1
simplicity(6),1
indispensable(5),1
invention(4),6
although(2),4
pin(2),1
inexpensive(9),1
inventor(3),1
notice(1),4
elastic(4),1
clip-like(9),1
prior(5),1
paperclip(9),4
associate(4),3
johan(9),1
norwegian(9),2
vaaler's(9),1
clip(3),2
paperclips(9),3
interior(5),1
loop(9),1
familiar(3),3
looped(9),1
invent(2),3
gem(9),2
manufacture(4),2
therefore(2),3
norway(9),1
occupy(4),3
norwegians(9),1
prohibit(6),1
button(2),1
whose(1),1
function(2),6
bind(2),1
statue(3),1
erect(5),2
oslo(9),1
honor(3),2
disturb(4),3
tai(9),4
chi(9),5
chuan(9),3
martial(5),5
centuries-old(9),1
mind-body(9),1
slow-flowing(9),1
movement(1),1
poetic(5),1
stir(3),1
effortlessly(9),1
qi(9),1
enable(3),1
stress(2),2
calmness(9),1
relaxation(4),1
feeling(1),2
joy(1),1
noticeable(5),1
unnecessary(9),1
dove(1),1
bluebird(9),1
particularly(9),3
peacock(5),5
universally(9),1
feather(3),2
alert(4),2
highly(4),3
rule(1),1
status(4),1
scorn(5),1
unlucky(9),1
bird(1),3
eye-shaped(9),1
mark(2),1
evil(3),1
invite(2),4
trouble(1),3
barely(3),1
nutritional(9),1
product(3),3
diet(3),3
gathering(5),1
fruit(1),4
nut(2),1
cultivation(9),1
mango(2),2
apple(1),6
cultivate(6),1
domesticated(9),1
wild(2),2
central(2),1
malus(9),1
asia(9),2
america(9),2
colonists(9),1
regularly(9),1
basis(2),1
multi-million(9),1
taiwu(9),4
folk(3),2
singer(1),1
vote(2),1
broadcast(2),1
corporation's(9),1
amaze(3),5
group's(9),1
tour(2),1
camake(9),5
founder(4),2
felt(9),2
asleep(2),1
75-minute(9),1
listen(1),1
afterward(3),1
boost(6),2
ballads(9),1
re-understand(9),1
elder(2),1
ballads?'(9),1
blur(5),1
international(2),12
intention(4),1
relocation(9),1
seldom(3),2
medical(3),3
patient(2),3
doctor(1),4
path(2),1
treatment(2),2
complain(2),1
wegener's(9),1
uncommon(9),1
disorder(4),1
immune(6),2
insist(2),2
"x-rays,(9)",1
repeatedly(9),2
specialist(5),2
hospitalize(6),1
precaution(5),1
six-month(9),1
financial(4),3
ruin(4),2
consult(4),1
"""it's(9)",1
they've(9),1
cross(2),2
power(1),5
she's(9),1
primary(3),1
advise(3),2
oversee(9),1
power's(9),2
doctor's(9),1
regular(2),3
henri(9),1
cartier-bresson(9),6
influential(4),1
figure(2),2
history(1),3
spontaneous(6),1
establish(4),3
photojournalism(9),1
art(1),9
form.cartier-bresson's(9),1
textile(6),2
joke(1),1
parents'(9),4
frugal(9),1
literature(4),1
rebel(4),1
drift(4),1
life.cartier-bresson(9),1
africa(9),3
antelope(9),1
wander(3),3
handheld(9),1
camera(1),3
image(3),5
fleet(6),2
moment(1),3
everyday(9),2
considerable(3),1
gandhi(9),1
shortly(3),1
assassination(9),1
cartier-bresson's(9),1
gandhi's(9),1
immediate(3),1
magazine's(9),1
photo(2),3
essays.cartier-bresson's(9),1
photography(4),2
dislike(3),1
improve(2),3
darkroom(9),1
naturalist(6),1
edit(3),1
rich(1),1
span(6),2
return(1),7
drawing(2),1
"car-commuting,(9)",1
"desk-bound,(9)",1
tv-watching(9),1
lifestyle(9),2
harmful(3),1
chair(1),1
link(2),2
deadly(6),1
modern-day(9),2
epidemic(6),1
body's(9),1
metabolism(9),1
enzymes(9),1
fat(1),3
three-minute(9),1
burst(2),1
half-hour(9),1
pressure(3),1
creep(3),1
steadily(9),1
artery(6),1
heart(1),3
fundamental(4),1
biology(4),1
needn't(9),1
harm(3),3
sedentary(9),1
average(3),1
active(2),1
aren't(9),1
counteract(9),1
remedy(4),1
schedule(3),1
employee(3),3
arrive(2),2
punish(2),2
robert(9),1
tv(2),4
tv.david's(9),1
best-seller(9),1
amuse(4),1
airport(1),2
paris(9),1
delay(2),2
classroom(9),2
elevator(2),1
shouldn't(9),1
hug(3),1
conservative(4),1
instruction(3),1
passenger(2),3
airline(2),4
flight(2),1
cancel(2),1
sample(2),2
officially(9),2
overseas(2),1
scandal(5),1
tough(4),1
ebola(9),2
west(1),8
infect(4),4
rural(4),2
india(9),1
prove(1),3
abdul(9),1
ticket(1),1
talk(1),2
rocky(2),2
wasteland(9),1
crazy(2),1
waste(1),1
ignore(2),1
soil(1),1
land(1),1
kareem(9),4
kilometer(3),1
encourage(2),3
fertilizer(5),2
renew(3),1
interference(5),1
that's(9),1
twig(3),1
transform(4),2
desert(2),1
property(3),1
medicinal(9),3
secret(2),4
advantage(3),4
sam(9),3
kidnap(6),3
son(1),2
banker(2),2
compensate(6),1
ransom(6),1
quickly(9),3
captive(6),1
mischievous(6),1
view(1),3
wonderful(2),1
camp(1),1
kidnappers(9),3
tire(1),1
rid(3),5
horse(1),1
desperate(4),1
perfectly(9),1
troublemaker(9),1
persuade(3),1
bear-hunting.(9),1
flee(4),2
emergency(3),2
polygraph(9),4
criminal(3),1
theory(3),2
underlying(9),1
attach(4),4
sensors(9),1
process(3),3
examiner(4),2
analyze(4),1
truthful.well-trained(9),1
accuracy(4),2
service(1),5
import(3),1
comparative(6),2
commodity(5),1
key(1),2
political(3),2
importance(2),2
growth(2),1
dependent(4),1
govern(2),1
negotiate(4),1
popularly(9),1
temperament(6),1
type-a(9),1
perfectionists(9),1
over-anxious.(9),1
os(9),1
generous(2),1
abs(9),1
artistic(4),3
mysterious(4),1
bs(9),1
cheerful(3),1
lack(1),2
scientific(3),4
blood-type(9),4
women's(9),2
softball(9),1
beijing(9),1
olympics(9),1
customize(9),1
kindergarten(2),1
reportedly(9),1
assignment(4),2
employee's(9),1
mitsubishi(9),1
electronics(4),1
announce(3),1
formation(4),2
entirely(9),2
ab(9),1
thank(1),1
affect(3),1
prime(4),1
minister(4),1
reveal(3),1
official(2),5
profile(5),1
opposition(6),1
rival(5),1
ryu(9),1
resign(4),1
bad-tempered(9),1
resignation(4),1
blame(3),2
fact(1),3
harmless(9),2
manifest(5),1
prejudice(6),1
japanese(9),7
bura-(9),1
inspiration(4),1
"five-year-olds,(9)",1
jeanie(9),5
low(1),4
stool(3),5
bathroom(1),3
step-stool(9),1
unstable(9),1
cluttered(9),1
learning(4),2
contest(4),2
resolve(4),1
permanent(4),2
fixture(9),1
cabinet(4),3
door(1),1
plank(9),1
wood(1),3
metal(2),1
swing(2),2
horizontally(9),1
sturdy(5),1
platform(2),1
hinges(9),1
fold(3),2
tightly(9),1
"stool.""jeanie's(9)",1
kiddie(9),3
school's(9),1
award(3),2
houston's(9),1
inspire(4),2
ongoing(9),2
consequence(4),1
structural(5),1
displacement(9),1
tide(3),3
violence(3),3
shelter(4),1
bloody(2),1
displace(6),1
crisis(2),2
basic(1),2
syria(9),1
availability(9),1
conclude(3),2
policymakers(9),1
distribute(4),1
resource(3),1
ease(1),1
regional(3),1
exaggeration(5),1
educational(3),1
prospect(5),2
crush(4),2
marine(5),8
penguin(2),1
excess(5),1
salt(1),5
salt-expelling(9),1
glands(9),2
snake's(9),2
cannot(9),1
handle(2),1
seawater(9),3
yellow-bellied(9),3
snake(1),11
costa(9),1
month(1),2
animals'(9),1
lap(2),1
precious(3),1
presumably(9),1
dehydrated(9),1
half(1),1
wet(2),1
likelihood(5),1
correlated(9),1
wither(5),1
rainy(2),2
endure(4),1
dehydration(9),2
environmentally(9),1
poster(3),1
window(1),1
deliver(2),2
david(9),2
newcomer(9),1
irish(9),1
physically(9),1
indoor(3),1
fasten(3),1
seatbelts(9),1
principal(2),1
exceptional(5),1
salary(3),2
scholarship(3),1
fund(3),1
needy(4),1
science(2),1
equipment(4),1
paradise(3),1
differ(4),2
security(3),3
skin(1),2
apply(2),2
lotion(4),1
julie(9),1
flood(2),1
farmhouse(9),1
survey(3),1
typical(3),3
line(1),3
green(1),1
carmakers(9),1
evidence(4),4
culinary(9),1
admire(3),1
spiritual(4),1
eternal(5),1
circle-within-a-circle(9),1
reflect(4),1
eternity(6),1
heal(3),5
discover(1),1
funeral(4),1
offering(6),1
altars(9),1
dead(1),5
bury(3),2
mummy(1),1
decorate(2),2
scholar(3),2
theorize(9),1
scent(5),2
curative(9),1
helpful(2),2
eyelid(5),3
mirror(2),1
spot(2),1
symptom(6),3
stye(9),4
resemble(4),2
gland(9),1
edge(1),1
nose(1),1
pus(9),1
yellowish(9),1
unpleasant(9),1
styes(9),1
gently(9),1
press(2),2
washcloth(9),1
squeeze(3),1
hugely(9),1
protect(2),2
healthcare(9),1
provision(9),1
alone(1),1
shoe(1),2
charity(4),1
shoes'(9),1
size(1),6
innovative(6),3
footwear(9),1
sandal(5),6
leather(3),3
strap(5),6
rubber(1),3
heel(3),1
toe(2),3
control(2),3
length(2),2
weather(1),7
exposure(4),2
sunshine(9),1
whereas(5),1
anxiety(4),1
productivity(6),1
gap(3),1
actual(3),1
people's(9),1
empirical(9),1
observation(4),2
mid-sized(9),1
indeed(3),2
worker's(9),1
sail(1),1
distract(6),1
worker(1),5
productive(4),1
einstein(9),1
recently-founded(9),1
dognition(9),2
dog's(9),4
cognitive(9),3
behind(1),3
bark.dognition's(9),1
measures(4),2
intellect(6),1
empathy(9),1
venture's(9),1
"co-founders,(9)",1
describe(2),3
range(2),4
plunk(9),1
dognition's(9),2
questionnaire(6),1
excite(2),1
firework(3),1
scare(1),1
guide(1),2
hide-and-seek.(9),1
renaissance(6),1
brag(9),1
facebook(9),1
shed(6),1
charmer(9),1
trust(2),5
solve(2),1
enrich(6),1
mestre(9),3
capoeira(9),7
combine(3),2
technique(3),2
ago(1),1
brazil(9),2
connect(3),1
acquire(4),1
bride(3),1
sixteenth(9),1
africans(9),1
slave(3),2
self-defense.(9),1
weapon(2),1
life-or-death(9),1
capoeiristas(9),1
camouflage(9),1
forbid(4),1
illegal(9),1
bimba(9),1
convince(4),1
brazilian(9),1
authority(4),1
succeed(2),1
endeavor(5),1
brazil's(9),1
pastinha(9),1
branch(2),1
hip-hop.(9),1
winslow(9),2
homer(9),5
(1836-1910)(9),1
painter(2),1
career(4),3
eighteen(1),1
apprentice(6),1
print(1),1
skilled(2),1
illustration(4),1
freelance(9),1
illustrator(9),1
harper's(9),1
magazine(2),1
inauguration(9),1
president(2),7
lincoln(9),2
union(3),1
troop(3),1
two-year(9),1
permanently(9),1
maine(9),1
distinguished(4),1
thoughtful(4),1
independence(2),1
excel(5),1
hunter(2),1
nineteenth-century(9),1
universal(4),1
primal(9),1
two-week(9),1
exhibition(3),2
highlight(6),2
representative(3),1
homer's(9),1
extraordinary(5),2
coastal(9),2
viewer(5),2
appreciate(3),1
breadth(5),1
remarkable(4),1
britain(9),1
queen(1),1
charles(9),1
lover(2),1
tea(1),9
tea-drinking(9),1
beverage(6),2
seventeenth(9),1
circle(2),1
nobility(9),1
london(9),1
employer(3),1
cup(1),1
british(9),4
setting(5),2
workplace(9),1
tag(3),1
tax(3),1
seventh(9),1
duchess(9),1
anne(9),1
ceremony(5),2
o'clock.(9),1
anything(1),1
lunch(1),1
approximately(9),1
earl(9),1
sandwich(2),1
popularized(9),1
jam(1),2
meal(2),4
corner(2),1
britain's(9),1
working-class(9),1
day's(9),1
two-fifths(9),1
consume(4),1
exception(4),1
john's(9),1
clock(1),1
alarm(2),1
ring(1),1
physics(4),1
hike(3),2
belong(1),2
mistake(1),1
bermuda(9),1
atlantic(9),1
airplane(1),1
ship(1),11
mysteriously(9),1
greetings(4),1
tony(9),1
shoppers(9),1
freshly(9),1
bake(2),1
continuous(4),1
golden(2),1
artist(2),3
fine(1),2
soft(1),2
cloud(1),1
tim's(9),1
grandmother(1),1
birthday(9),1
card(1),1
athlete(3),1
meaningless(9),1
achieve(3),1
apartment(2),1
building(1),1
numerous(4),3
detective(4),1
fiction(4),1
readers(9),1
trivial(6),1
characterize(6),1
tuck(5),1
cookie's(9),1
13th-(9),1
14th-century(9),1
note(1),3
revolution(4),2
overthrow(4),1
mongols(9),1
mooncakes(9),1
ordinarily(9),1
stuff(3),1
bean(2),1
ming(9),1
creation(4),1
immigrant(4),1
cookie(1),4
poor(1),3
cooky(1),3
inspirational(9),1
bible(3),1
quotation(4),1
makoto(9),1
hagiwara(9),1
sweetened(9),1
recipe(4),2
enclose(4),1
thank-you(9),2
assume(4),2
creativity(4),3
array(9),1
sociological(9),1
genius(4),1
nurture(6),1
spark(4),1
insight(6),1
stimulate(6),1
unconventional(9),1
solution(2),2
pinball(9),1
subconsciously(9),1
puzzle(2),1
subtle(6),1
mean(1),1
breakthrough(6),1
venture(5),1
usual(2),2
routine(3),1
disconnect(4),1
hair(1),8
greasy(4),1
wash(1),1
soak(5),1
oil-absorbing(9),1
nonprofit(9),1
spill(3),2
gulf(4),1
mexico(9),1
ultimate(6),1
renewable(9),1
unlimited(9),1
donation(6),1
fur(3),4
mat(2),1
broom(3),1
pollute(3),1
absorb(4),1
pound(2),1
unneeded(9),1
stylists(9),1
groomers(9),1
leftover(9),2
suddenly(9),1
lucid(9),4
dreamers(9),1
daydreams(9),1
immersed(9),1
unused(9),1
jane(9),1
doe(9),1
smith(9),1
awake(3),1
superhero(9),1
obstacle(4),1
reality(2),1
accomplish(4),1
george(9),1
washington(9),2
declare(4),2
federal(5),1
reside(5),1
district(4),1
exceed(5),1
square(2),1
preparation(3),1
competition(4),1
builder(9),1
"""president's(9)",3
proposal(3),1
irish-born(9),1
hoban(9),1
practical(3),1
handsome(2),1
construction(4),3
cornerstone(9),1
october(1),1
oversaw(9),1
adams(9),1
jefferson(9),3
inaugural(9),2
swearing-in(9),1
capitol(9),1
except(1),1
visitor(2),2
reception(4),1
fourth(9),2
abraham(9),1
accommodate(6),1
grover(9),1
cleveland's(9),1
presidency(6),1
implement(6),1
address(1),1
theodore(9),1
roosevelt(9),1
current(3),2
cold(1),1
nile(9),5
mosquito(2),6
contract(3),1
weak(1),1
sickened(9),1
aerial(9),1
spray(3),1
pesticide(6),3
resident(5),1
argue(2),1
hospitable(6),1
winter(1),2
unusually(9),1
scorching(9),1
economic(4),2
homeowners(9),1
loan(4),1
severity(9),1
defend(4),1
dallas(9),1
trap(2),1
infection(4),1
inaction(9),1
sufficient(3),1
arid(9),1
saudi(9),1
shortage(5),1
desalinate(9),2
desalination(9),4
dissolve(6),1
bond(4),2
desalinating(9),3
environmental(3),3
suck(3),1
creature(3),1
pump(2),1
super-salty(9),1
aquatic(9),1
attractive(3),1
viable(9),1
race(1),1
energy-efficient(9),1
promising(4),1
lyric(6),3
millennia(9),1
babylonian(9),2
cry(1),1
warn(3),3
terrify(4),1
message(2),2
demon(9),1
lullaby(3),4
scary(3),1
"sleep-inducing,(9)",1
soothe(6),1
caretaker's(9),1
rhythm(4),1
melody(2),3
respond(3),1
interpret(4),1
reflection(4),1
caregiver's(9),1
vocalize(9),1
fragile(6),1
seemingly(9),1
adequate(4),2
here(1),1
peak(3),1
sweetness(9),1
oral(4),2
ankle(2),1
tennis(2),1
manager(3),2
deadline(4),1
thewhile(9),1
woods(1),1
missing(3),1
inafter(9),1
winner(2),1
fan(1),1
interviewees(9),1
interviewers(9),1
capable(3),1
grassland(9),1
explore(4),2
high-fat(9),1
fast-moving(9),2
rag(3),1
california(9),1
thirty(1),1
dad's(9),1
june(1),1
anniversary(4),1
rose(1),1
bouquet(9),1
dad(1),4
whenever(2),1
somehow(3),1
purchase(5),1
mom's(9),1
privilege(4),1
everyone's(9),1
private(2),1
dinner(1),2
subjective(6),1
april(1),5
fools'(9),2
light-hearted(9),1
unclear(9),1
celebration(4),2
stem(4),1
adoption(9),1
celebrate(3),3
roughly(4),1
coincide(6),1
pope(9),1
gregory(9),1
xiii(9),1
january(1),3
date(1),2
"""fool's(9)",1
fool(2),4
europe(9),1
hoaxes(9),1
radio(1),2
participate(3),1
fictional(9),1
bbc(9),1
spaghetti(3),1
crop(2),1
noodle(2),1
guess(1),1
delicious(2),1
distinct(4),1
miraculous(6),1
pineapple(2),5
spanish(9),1
philippines(9),1
filipino(9),1
shirt(1),1
fiber(5),2
eco-friendly(9),2
biodegradable(9),1
compare(2),1
synthetic(6),1
removal(6),1
"""diet-glasses""(9)",1
trick(2),2
perception(6),1
replays(9),1
glasses(1),3
magnify(5),1
participant(5),3
visual(4),1
trickery(9),1
wearers(9),1
tasty(2),1
chocolate(2),2
brightly(9),1
brilliant(3),1
indicate(2),2
angelfish(9),3
occupation(4),1
cleaner(2),2
tissue(3),1
consist(4),2
sponge(5),1
blackspot(9),1
capability(6),1
specific(3),4
yellow(1),1
black(1),1
totem(9),5
pole(3),17
post(2),1
aboriginal(6),3
northwest(9),1
vibrant(9),1
location(4),2
occasion(3),1
beachfronts(9),1
greet(2),1
high-ranking(9),2
family's(9),1
carefully(9),1
rear(5),1
wall(1),2
beam(3),1
deceased(9),1
clan(5),2
accomplishment(4),1
mortuary(9),1
memorial(4),1
burial(6),2
box(1),2
shame(3),2
embarrass(4),1
wrong(1),1
encroachment(9),1
colonial(5),1
carvers(9),1
totems(9),1
tune(3),1
intrude(6),1
never-ending(9),1
phenomenon(4),1
it—stuck-song(9),1
sticky(3),1
earworms(9),4
embedded(9),1
ear(1),1
upbeat(9),1
repetitive(9),1
jingle(5),1
slightly(9),2
repeat(2),1
trigger(6),1
nevertheless(4),1
pleasant(2),2
negative(2),1
behavioral(9),1
cop(1),1
strategy(3),2
pest-control(9),1
bug(1),8
bite(1),2
rash(6),1
crawlers(9),1
killers(9),1
penetrate(5),1
pest(3),1
fog(1),1
commercially(9),1
foggers(9),4
bedbugs(9),2
crack(4),1
crevices(9),1
carpet(2),1
mist(3),1
gas(1),1
bomb(2),2
flammable(9),1
explosion(4),1
surface(2),1
toxic(5),2
mixture(3),1
oily(9),1
violent(3),1
bobby(9),1
totally(9),1
wind(1),4
heavy(1),1
carry-on(9),2
michelle(9),1
disagreement(2),1
please(1),1
toy(1),1
attitude(3),1
snow-capped(9),1
alive(2),1
reader's(9),1
bloom(4),1
wangs(9),1
ensure(5),1
factory(1),1
a-109-c-q31to40(9),1
dimples(9),9
indentations(9),1
cheek(3),2
dimple(9),2
relatively(9),1
preference(5),1
genetic(6),2
flaw(5),1
shorten(3),1
facial(4),2
shorter-than-normal(9),1
pull(1),1
inherit(5),1
exhibit(4),2
vanish(3),1
chubby(5),1
successfully(9),1
step(1),1
makeup(4),1
drastic(6),1
worth(2),1
considerate(5),1
all-natural(9),1
paste(2),1
henna(9),8
tattoos(9),3
wedding(1),1
holiday(1),1
bless(3),1
application(4),1
contemporary(5),1
elegant(4),1
crown(3),3
floral(9),1
hat(1),1
wig(5),1
vulnerable(6),1
frances(9),1
project(2),1
canada(9),1
primitive(4),1
droplets(9),2
somewhat(3),1
jump(1),3
plant's(9),1
splash(3),1
germ(4),1
leaf(1),4
transmission(6),1
virginia(9),1
tech(9),1
wheat(3),2
sick(1),1
rust(3),1
motion(2),1
repel(9),1
liquid(2),1
monday(1),5
campaign(4),1
sky(1),1
equation(6),1
depress(4),1
bandwagon(9),1
everything(9),1
clothes(2),1
uk(9),1
sadness(9),1
dean(9),1
owe(3),1
post-holiday(9),1
regarding(4),1
flip-flop(9),2
outline(3),1
slap(5),1
variants(9),1
roman(9),1
mesopotamians(9),1
knob(3),1
flip-flops(9),3
derive(6),1
socks(2),1
rice(1),2
southeast(9),1
asia's(9),1
devastated(9),1
industry(2),3
rebuild(9),1
reserve(3),1
mass-produce(9),1
straw(2),1
flip-flop.(9),1
subsequently(9),1
undergo(6),1
bright(1),1
suit(2),1
dressy(9),1
provoke(6),1
suitability(9),1
street(1),1
discard(5),1
landfills(9),1
lifeline(9),1
pilot(3),6
captain(2),2
vessel(4),3
harbor(3),1
port(2),3
channel(3),1
shallow(3),2
dock(3),2
aground(9),1
water-based(9),1
challenge(3),1
direction(2),2
incoming(9),1
alter(5),1
pilotage(9),1
proficiency(6),1
independent(2),1
board(2),1
stone(1),1
blade(4),1
extra(2),1
virgin(4),3
acidity(9),2
qualify(5),1
sensory(9),1
evaluation(4),1
fruitiness(9),1
bitter(2),1
peppery(9),1
sensation(5),1
rank(3),1
pure(3),2
refine(6),1
impurities(9),1
blend(4),1
all-purpose(9),1
spoil(3),1
16-18°c.(9),1
oxygen(4),1
oxidation(9),1
container(4),1
particle(5),1
leak(3),1
tasters(9),1
descriptive(5),1
evaluate(4),1
seek(3),1
input(4),1
transparency(9),1
redefinition(9),1
propose(2),1
distinction(5),1
ioc(9),1
installed(9),1
speaker(2),1
snort(5),3
deer(1),12
collision(6),2
japan's(9),1
transport(3),1
suspend(5),1
2016-17.deer(9),1
railway(9),3
iron(1),2
lick(2),1
rail(5),1
file(3),1
dietary(9),1
battle(2),1
unforgiving(9),1
onrushing(9),1
roll(2),1
flash(2),1
lion(1),1
unsuccessfully(9),1
trialed(9),1
attempt(3),1
country's(9),2
technical(3),1
institute(5),1
rtri(9),1
habit(2),1
shrill(9),1
perceive(5),1
strengthen(4),1
combination(4),1
3-second-long(9),1
deer's(9),1
panic(3),1
late-night(9),1
reduction(4),1
static(9),1
noise(1),1
blared(9),1
beside(1),1
magnificent(4),1
hualien(9),1
graduation(4),1
exam(1),1
perfect(2),1
vacuum(5),1
let's(9),1
inspect(3),1
export(3),1
potato(2),1
uncover(6),1
townspeople(9),1
brave(1),1
sacrifice(4),1
smith's(9),1
tang(9),1
proof(3),1
development(2),1
democratic(3),1
candy(1),1
ingredient(4),1
level.11.jack's(9),1
week's(9),1
doubt(2),1
bully(5),1
speaker's(9),1
deserve(4),1
kilogram(3),1
skin-tight(9),1
jeans(2),1
hang(2),1
