ab,year,questionType,title,word,words,count,level,pos,fromChoices
A,101,C,A-101-C-Q31to40,reason,reasons,1,1,n./v.,0
A,101,C,A-101-C-Q31to40,gender,gender,1,5,n.,0
A,101,C,A-101-C-Q31to40,western,Western,1,2,adj./n.,0
A,101,C,A-101-C-Q31to40,until,until,1,1,prep./conj.,0
A,101,C,A-101-C-Q31to40,when,when,1,1,adv./pron./conj.,0
A,101,C,A-101-C-Q31to40,committee,committee,2,3,n.,0
A,101,C,A-101-C-Q31to40,decide,decided,1,1,v.,0
A,101,C,A-101-C-Q31to40,use,use,1,1,v./n.,0
A,101,C,A-101-C-Q31to40,asian,Asian,1,9,,0
A,101,C,A-101-C-Q31to40,raise,raise,1,1,v./n.,0
A,101,C,A-101-C-Q31to40,asians',Asians',1,9,,0
A,101,C,A-101-C-Q31to40,awareness,awareness,1,9,,0
A,101,C,A-101-C-Q31to40,choose,chosen,1,2,v.,0
A,101,C,A-101-C-Q31to40,from,from,4,1,prep.,0
A,101,C,A-101-C-Q31to40,pool,pool,1,1,n./v.,0
A,101,C,A-101-C-Q31to40,compose,composed,1,4,v.,0
A,101,C,A-101-C-Q31to40,each,each;Each,2,1,adj./pron./adv.,0
A,101,C,A-101-C-Q31to40,member,members;member,2,2,n.,0
A,101,C,A-101-C-Q31to40,country,country,2,1,n.,0
A,101,C,A-101-C-Q31to40,have,has,1,1,v./aux.,0
A,101,C,A-101-C-Q31to40,its,its,1,1,pron.,0
A,101,C,A-101-C-Q31to40,unique,unique,1,4,adj./n.,0
A,101,C,A-101-C-Q31to40,korea,Korea,1,9,,0
A,101,C,A-101-C-Q31to40,japan,Japan,1,9,,0
A,101,C,A-101-C-Q31to40,favor,favor,1,2,n./v.,0
A,101,C,A-101-C-Q31to40,animal,animal,1,1,n.,0
A,101,C,A-101-C-Q31to40,china,China,2,3,n.,0
A,101,C,A-101-C-Q31to40,like,likes,1,1,prep.,0
A,101,C,A-101-C-Q31to40,god,gods,1,1,n.,0
A,101,C,A-101-C-Q31to40,longwang,Longwang,2,9,,0
A,101,C,A-101-C-Q31to40,fengshen,Fengshen,1,9,,0
A,101,C,A-101-C-Q31to40,all,all,1,1,adj./adv./pron./n.,0
A,101,C,A-101-C-Q31to40,they,they,1,1,pron.,0
A,101,C,A-101-C-Q31to40,will,will,1,1,n.,0
A,101,C,A-101-C-Q31to40,but,But,1,1,conj./prep./adv.,0
A,101,C,A-101-C-Q31to40,if,If,1,1,conj.,0
A,101,C,A-101-C-Q31to40,suffer,suffers,1,3,v.,0
A,101,C,A-101-C-Q31to40,great,great,1,1,adj./n.,0
A,101,C,A-101-C-Q31to40,damage,damage,2,2,n./v.,0
A,101,C,A-101-C-Q31to40,certain,certain,1,1,adj./pron.,0
A,101,C,A-101-C-Q31to40,it,it,1,1,pron.,0
A,101,C,A-101-C-Q31to40,request,request,1,3,n./v.,0
A,101,C,A-101-C-Q31to40,deleted,deleted,1,9,,0
A,101,C,A-101-C-Q31to40,annual,annual,1,4,adj.,0
A,101,C,A-101-C-Q31to40,nabi,Nabi,1,9,,0
A,101,C,A-101-C-Q31to40,south,South,1,1,n./adj./adv.,0
A,101,C,A-101-C-Q31to40,replace,replaced,1,3,v./(n.),0
A,101,C,A-101-C-Q31to40,deletion,deletion,1,9,,0
A,101,C,A-101-C-Q31to40,both,both,1,1,adj./pron./adv.,0
A,101,C,A-101-C-Q31to40,due,due,1,3,adj./n./adv.,0
A,101,C,A-101-C-Q31to40,severe,severe,1,4,adj.,0
A,101,C,A-101-C-Q31to40,cause,caused,1,1,n./v.,0
A,101,C,A-101-C-Q31to40,bear,bearing,1,1,n.,0
A,101,M,A-101-M-Q16to20,to,to,1,1,prep.,1
A,101,M,A-101-M-Q16to20,kizhi,Kizhi,2,9,,0
A,101,M,A-101-M-Q16to20,is,is,6,1,v.,0
A,101,M,A-101-M-Q16to20,an,an,2,1,art.,0
A,101,M,A-101-M-Q16to20,island,island,3,2,n.,0
A,101,M,A-101-M-Q16to20,on,on,1,9,,0
A,101,M,A-101-M-Q16to20,lake,Lake,1,1,n.,0
A,101,M,A-101-M-Q16to20,onega,Onega,1,9,,0
A,101,M,A-101-M-Q16to20,in,in,6,1,prep./adv./adj.,0
A,101,M,A-101-M-Q16to20,with,with,2,1,prep.,0
A,101,M,A-101-M-Q16to20,a,a,2,1,art.,0
A,101,M,A-101-M-Q16to20,beautiful,beautiful,2,1,adj.,0
A,101,M,A-101-M-Q16to20,collection,collection,1,3,n.,0
A,101,M,A-101-M-Q16to20,of,of,8,9,,0
A,101,M,A-101-M-Q16to20,wooden,wooden,3,2,adj.,0
A,101,M,A-101-M-Q16to20,church,churches;church,2,1,n.,0
A,101,M,A-101-M-Q16to20,and,and,6,1,conj.,0
A,101,M,A-101-M-Q16to20,it,It;it,5,1,pron.,0
A,101,M,A-101-M-Q16to20,one,one,2,1,n./adj./pron.,0
A,101,M,A-101-M-Q16to20,the,the;The,11,1,art.,0
A,101,M,A-101-M-Q16to20,most,most,1,1,adj./pron./adv.,0
A,101,M,A-101-M-Q16to20,popular,popular,1,3,adj./n.,0
A,101,M,A-101-M-Q16to20,tourist,tourist,1,3,n.,0
A,101,M,A-101-M-Q16to20,attraction,attractions,1,4,n.,0
A,101,M,A-101-M-Q16to20,russia,Russia,1,9,,0
A,101,M,A-101-M-Q16to20,unite,United,1,3,v.,0
A,101,M,A-101-M-Q16to20,nation,Nations,1,1,n.,0
A,101,M,A-101-M-Q16to20,cultural,Cultural,1,3,adj.,0
A,101,M,A-101-M-Q16to20,organization,Organization,1,2,n.,0
A,101,M,A-101-M-Q16to20,world,World,1,1,n.,0
A,101,M,A-101-M-Q16to20,heritage,Heritage,1,6,n.,0
A,101,M,A-101-M-Q16to20,about,about,3,1,prep./adv.,0
A,101,M,A-101-M-Q16to20,km,km,2,3,n.,0
A,101,M,A-101-M-Q16to20,long,long,1,1,adj./adv.,0
A,101,M,A-101-M-Q16to20,surround,surrounded,1,3,v.,0
A,101,M,A-101-M-Q16to20,by,by,1,1,prep./adv.,0
A,101,M,A-101-M-Q16to20,other,other,1,1,adj./pron.,0
A,101,M,A-101-M-Q16to20,some,some,1,1,adj./pron.,0
A,101,M,A-101-M-Q16to20,which,which,2,1,pron./adj.,0
A,101,M,A-101-M-Q16to20,are,are,1,1,v.,0
A,101,M,A-101-M-Q16to20,just,just,1,1,adj.,0
A,101,M,A-101-M-Q16to20,rock,rocks,1,1,n.,0
A,101,M,A-101-M-Q16to20,stick,sticking,1,2,n.,0
A,101,M,A-101-M-Q16to20,out,out,1,1,adv./prep./n./adj./v.,0
A,101,M,A-101-M-Q16to20,entire,entire,1,2,adj.,0
A,101,M,A-101-M-Q16to20,outdoor,outdoor,1,3,adj.,0
A,101,M,A-101-M-Q16to20,museum,museum,1,2,n.,0
A,101,M,A-101-M-Q16to20,architecture,architecture,2,5,n.,0
A,101,M,A-101-M-Q16to20,create,created,1,2,v.,0
A,101,M,A-101-M-Q16to20,contain,contains,1,2,v.,0
A,101,M,A-101-M-Q16to20,many,many,1,1,adj./pron.,0
A,101,M,A-101-M-Q16to20,historically,historically,1,9,,0
A,101,M,A-101-M-Q16to20,significant,significant,1,3,adj.,0
A,101,M,A-101-M-Q16to20,including,including,1,4,prep.,0
A,101,M,A-101-M-Q16to20,fish,fish,1,1,n./v.,0
A,101,M,A-101-M-Q16to20,jewel,jewel,1,3,n.,0
A,101,M,A-101-M-Q16to20,22-domed,22-domed,1,9,,0
A,101,M,A-101-M-Q16to20,transfiguration,Transfiguration,1,9,,0
A,101,M,A-101-M-Q16to20,build,built,2,1,v.,0
A,101,M,A-101-M-Q16to20,early,early,1,1,adj./adv.,0
A,101,M,A-101-M-Q16to20,m,m,1,9,,0
A,101,M,A-101-M-Q16to20,make,making,1,1,v.,0
A,101,M,A-101-M-Q16to20,tall,tallest,1,1,adj.,0
A,101,M,A-101-M-Q16to20,log,log,1,2,n./v.,0
A,101,M,A-101-M-Q16to20,structure,structures,1,3,n./v.,0
A,101,M,A-101-M-Q16to20,be,was,2,1,v.,0
A,101,M,A-101-M-Q16to20,pine,pine,1,3,n.,0
A,101,M,A-101-M-Q16to20,tree,trees,1,1,n.,0
A,101,M,A-101-M-Q16to20,bring,brought,1,1,v.,0
A,101,M,A-101-M-Q16to20,from,from,1,1,prep.,0
A,101,M,A-101-M-Q16to20,quite,quite,1,1,adv.,0
A,101,M,A-101-M-Q16to20,common,common,1,1,adj./n.,0
A,101,M,A-101-M-Q16to20,for,for,2,1,prep./conj.,0
A,101,M,A-101-M-Q16to20,once,once,1,9,,0
A,101,M,A-101-M-Q16to20,as,as,1,1,adv./conj./prep./pron.,0
A,101,M,A-101-M-Q16to20,instance,instance,1,2,n./v.,0
A,101,M,A-101-M-Q16to20,regarding,regarding,1,4,prep.,0
A,101,M,A-101-M-Q16to20,to,to,1,1,prep.,0
A,101,M,A-101-M-Q21to25,bump,bump,1,3,v./n.,1
A,101,M,A-101-M-Q21to25,there,There,1,1,adv./n.,0
A,101,M,A-101-M-Q21to25,be,was;beings;were;be;been,5,1,v.,0
A,101,M,A-101-M-Q21to25,once,once,1,9,,0
A,101,M,A-101-M-Q21to25,a,a,4,1,art.,0
A,101,M,A-101-M-Q21to25,time,time,3,1,n./v.,0
A,101,M,A-101-M-Q21to25,when,when,1,1,adv./pron./conj.,0
A,101,M,A-101-M-Q21to25,all,all,1,1,adj./adv./pron./n.,0
A,101,M,A-101-M-Q21to25,human,human;humans,4,1,adj./n.,0
A,101,M,A-101-M-Q21to25,they,they,2,1,pron.,0
A,101,M,A-101-M-Q21to25,often,often,1,1,"adv. ",0
A,101,M,A-101-M-Q21to25,take,took;take,3,1,v.,0
A,101,M,A-101-M-Q21to25,their,their,4,1,pron.,0
A,101,M,A-101-M-Q21to25,divinity,divinity,3,9,,0
A,101,M,A-101-M-Q21to25,for,for,5,1,prep./conj.,0
A,101,M,A-101-M-Q21to25,grant,granted,1,5,v./n.,0
A,101,M,A-101-M-Q21to25,and,and,7,1,conj.,0
A,101,M,A-101-M-Q21to25,even,even,1,1,adv.,0
A,101,M,A-101-M-Q21to25,abuse,abused,1,6,v./n.,0
A,101,M,A-101-M-Q21to25,see,Seeing,1,1,v.,0
A,101,M,A-101-M-Q21to25,the,the;The,11,1,art.,0
A,101,M,A-101-M-Q21to25,chief,chief,1,1,adj./n.,0
A,101,M,A-101-M-Q21to25,decide,decided;decide,3,1,v.,0
A,101,M,A-101-M-Q21to25,to,to,6,1,prep.,0
A,101,M,A-101-M-Q21to25,away,away,1,1,adv.,0
A,101,M,A-101-M-Q21to25,from,from,1,1,prep.,0
A,101,M,A-101-M-Q21to25,them,them,1,1,pron.,0
A,101,M,A-101-M-Q21to25,hide,hide,4,2,v.,0
A,101,M,A-101-M-Q21to25,it,it,5,1,pron.,0
A,101,M,A-101-M-Q21to25,where,where,1,1,adv./conj./pron./n.,0
A,101,M,A-101-M-Q21to25,could,could,1,9,,0
A,101,M,A-101-M-Q21to25,never,never,2,1,adv.,0
A,101,M,A-101-M-Q21to25,call,called,1,1,v./n.,0
A,101,M,A-101-M-Q21to25,council,council,1,4,n.,0
A,101,M,A-101-M-Q21to25,of,of,3,9,,0
A,101,M,A-101-M-Q21to25,god,gods,3,1,n.,0
A,101,M,A-101-M-Q21to25,help,help,1,1,v./n.,0
A,101,M,A-101-M-Q21to25,him,him,1,1,pron.,0
A,101,M,A-101-M-Q21to25,on,on,1,9,,0
A,101,M,A-101-M-Q21to25,place,place,1,1,n./v.,0
A,101,M,A-101-M-Q21to25,suggest,suggested,1,3,v.,0
A,101,M,A-101-M-Q21to25,that,that,2,1,pron./adj./adv./conj.,0
A,101,M,A-101-M-Q21to25,deep,deep,1,1,adj./adv.,0
A,101,M,A-101-M-Q21to25,in,in,2,1,prep./adv./adj.,0
A,101,M,A-101-M-Q21to25,earth,earth,2,1,n.,0
A,101,M,A-101-M-Q21to25,or,or,1,1,conj.,0
A,101,M,A-101-M-Q21to25,top,top,1,1,n./adj./v.,0
A,101,M,A-101-M-Q21to25,high,highest,1,1,adj./n./adv.,0
A,101,M,A-101-M-Q21to25,but,But,1,1,conj./prep./adv.,0
A,101,M,A-101-M-Q21to25,brahma,Brahma,1,9,,0
A,101,M,A-101-M-Q21to25,thought,thought,2,1,n.,0
A,101,M,A-101-M-Q21to25,neither,neither,1,2,adj./adv./pron./conj.,0
A,101,M,A-101-M-Q21to25,would,would,3,9,,0
A,101,M,A-101-M-Q21to25,do,do,2,1,v./aux.,0
A,101,M,A-101-M-Q21to25,because,because,1,1,conj.,0
A,101,M,A-101-M-Q21to25,he,he,1,1,pron.,0
A,101,M,A-101-M-Q21to25,believe,believed,1,1,v.,0
A,101,M,A-101-M-Q21to25,dig,dig,1,1,v./n.,0
A,101,M,A-101-M-Q21to25,into,into,1,1,prep.,0
A,101,M,A-101-M-Q21to25,climb,climb,1,1,v./n.,0
A,101,M,A-101-M-Q21to25,every,every,1,1,adj.,0
A,101,M,A-101-M-Q21to25,eventually,eventually,1,9,,0
A,101,M,A-101-M-Q21to25,find,find,1,1,v./n.,0
A,101,M,A-101-M-Q21to25,give,gave,1,1,v.,0
A,101,M,A-101-M-Q21to25,long,long,1,1,adj./adv.,0
A,101,M,A-101-M-Q21to25,finally,finally,1,9,,0
A,101,M,A-101-M-Q21to25,center,center,1,1,n./v.,0
A,101,M,A-101-M-Q21to25,own,own,1,9,,0
A,101,M,A-101-M-Q21to25,think,think,1,1,v.,0
A,101,M,A-101-M-Q21to25,look,look,1,1,v./n.,0
A,101,M,A-101-M-Q21to25,since,Since,1,1,prep./conj./adv.,0
A,101,M,A-101-M-Q21to25,have,have,1,1,v./aux.,0
A,101,M,A-101-M-Q21to25,go,going,1,1,v./n.,0
A,101,M,A-101-M-Q21to25,up,up,1,1,adv./prep./adj./n./v.,0
A,101,M,A-101-M-Q21to25,down,down,1,1,adv./prep./adj./v./n.,0
A,101,M,A-101-M-Q21to25,something,something,1,1,n./pron.,0
A,101,M,A-101-M-Q21to25,already,already,1,1,adv.,0
A,101,M,A-101-M-Q21to25,within,within,1,2,prep./adv.,0
A,101,M,A-101-M-Q21to25,get,get,1,1,v.,0
A,101,M,A-101-M-Q21to25,bump,bump,1,3,v./n.,0
A,101,M,A-101-M-Q26to30,have,had,1,1,v./aux.,1
A,101,M,A-101-M-Q26to30,in,In;in,4,1,prep./adv./adj.,0
A,101,M,A-101-M-Q26to30,the,the;The,8,1,art.,0
A,101,M,A-101-M-Q26to30,fall,fall,1,1,n.,0
A,101,M,A-101-M-Q26to30,of,of,4,9,,0
A,101,M,A-101-M-Q26to30,an,an,1,1,art.,0
A,101,M,A-101-M-Q26to30,effort,effort,1,2,n.,0
A,101,M,A-101-M-Q26to30,to,to,9,1,prep.,0
A,101,M,A-101-M-Q26to30,bring,bring,1,1,v.,0
A,101,M,A-101-M-Q26to30,attention,attention,1,2,n.,0
A,101,M,A-101-M-Q26to30,conflict,conflict,1,2,n./v.,0
A,101,M,A-101-M-Q26to30,between,between,2,1,prep./adv.,0
A,101,M,A-101-M-Q26to30,egypt,Egypt,1,9,,0
A,101,M,A-101-M-Q26to30,and,and,5,1,conj.,0
A,101,M,A-101-M-Q26to30,world,World,2,1,n.,0
A,101,M,A-101-M-Q26to30,hello,Hello;hello,3,1,n.,0
A,101,M,A-101-M-Q26to30,day,Day;day,2,1,n.,0
A,101,M,A-101-M-Q26to30,be,was;been;be,4,1,v.,0
A,101,M,A-101-M-Q26to30,objective,objective,1,4,"adj. ",0
A,101,M,A-101-M-Q26to30,is,is,4,1,v.,0
A,101,M,A-101-M-Q26to30,promote,promote,1,3,v.,0
A,101,M,A-101-M-Q26to30,peace,peace,2,2,n.,0
A,101,M,A-101-M-Q26to30,all,all;All,2,1,adj./adv./pron./n.,0
A,101,M,A-101-M-Q26to30,over,over,1,1,prep./adv.,0
A,101,M,A-101-M-Q26to30,break,break,1,1,v./n.,0
A,101,M,A-101-M-Q26to30,down,down,1,1,adv./prep./adj./v./n.,0
A,101,M,A-101-M-Q26to30,barrier,barriers,1,4,n.,0
A,101,M,A-101-M-Q26to30,every,every,2,1,adj.,0
A,101,M,A-101-M-Q26to30,since,Since,1,1,prep./conj./adv.,0
A,101,M,A-101-M-Q26to30,observe,observed,1,3,v.,0
A,101,M,A-101-M-Q26to30,by,by,2,1,prep./adv.,0
A,101,M,A-101-M-Q26to30,people,people,2,1,n./v.,0
A,101,M,A-101-M-Q26to30,part,part,1,1,n.,0
A,101,M,A-101-M-Q26to30,couldn't,couldn't,1,9,,0
A,101,M,A-101-M-Q26to30,one,one,2,1,n./adj./pron.,0
A,101,M,A-101-M-Q26to30,have,has;have;had,3,1,v./aux.,0
A,101,M,A-101-M-Q26to30,do,do,3,1,v./aux.,0
A,101,M,A-101-M-Q26to30,say,say,1,1,v.,0
A,101,M,A-101-M-Q26to30,on,on,1,9,,0
A,101,M,A-101-M-Q26to30,response,response,1,3,n.,0
A,101,M,A-101-M-Q26to30,aim,aim,1,2,n./v.,0
A,101,M,A-101-M-Q26to30,this,this,1,1,pron./adj./adv.,0
A,101,M,A-101-M-Q26to30,concept,concepts,1,4,n.,0
A,101,M,A-101-M-Q26to30,foster,fostering,1,6,v./adj.,0
A,101,M,A-101-M-Q26to30,harmony,harmony,1,4,n.,0
A,101,M,A-101-M-Q26to30,not,not,1,1,adv.,0
A,101,M,A-101-M-Q26to30,confine,confined,1,4,v.,0
A,101,M,A-101-M-Q26to30,a,a,2,1,art.,0
A,101,M,A-101-M-Q26to30,we,We,1,1,pron.,0
A,101,M,A-101-M-Q26to30,can,can,2,1,v.(aux.),0
A,101,M,A-101-M-Q26to30,keep,keep,1,1,v./n.,0
A,101,M,A-101-M-Q26to30,spirit,spirit,1,2,n.,0
A,101,M,A-101-M-Q26to30,go,going,1,1,v./n.,0
A,101,M,A-101-M-Q26to30,communicate,communicating,1,3,v.,0
A,101,M,A-101-M-Q26to30,often,often,1,1,"adv. ",0
A,101,M,A-101-M-Q26to30,it,It;it,2,1,pron.,0
A,101,M,A-101-M-Q26to30,simple,simple,1,1,adj.,0
A,101,M,A-101-M-Q26to30,act,act,1,1,n./v.,0
A,101,M,A-101-M-Q26to30,that,that,2,1,pron./adj./adv./conj.,0
A,101,M,A-101-M-Q26to30,anyone,anyone,1,2,pron.,0
A,101,M,A-101-M-Q26to30,remind,reminds,1,3,v.,0
A,101,M,A-101-M-Q26to30,us,us,1,1,pron.,0
A,101,M,A-101-M-Q26to30,communication,communication,1,4,n.,0
A,101,M,A-101-M-Q26to30,more,more,1,1,adj./pron./adv.,0
A,101,M,A-101-M-Q26to30,effective,effective,1,2,adj.,0
A,101,M,A-101-M-Q26to30,than,than,1,1,prep./conj.,0
A,101,M,A-101-M-Q26to30,skip,skip,1,3,v./n.,0
A,101,M,A-101-M-Q26to30,come,come,1,1,v.,0
A,101,M,A-101-M-Q26to30,look,look,1,1,v./n.,0
A,101,R,A-101-R-Q41to44,skirt,skirt,1,2,n./v.,1
A,101,R,A-101-R-Q41to44,the,The;the,37,1,art.,0
A,101,R,A-101-R-Q41to44,kilt,kilt,10,9,,0
A,101,R,A-101-R-Q41to44,is,is,10,1,v.,0
A,101,R,A-101-R-Q41to44,a,a;A,17,1,art.,0
A,101,R,A-101-R-Q41to44,skirt,skirt,2,2,n./v.,0
A,101,R,A-101-R-Q41to44,traditionally,traditionally,1,9,,0
A,101,R,A-101-R-Q41to44,wear,worn;wearing;wear,9,1,v./n.,0
A,101,R,A-101-R-Q41to44,by,by,2,1,prep./adv.,0
A,101,R,A-101-R-Q41to44,scottish,Scottish,3,9,,0
A,101,R,A-101-R-Q41to44,it,It;it,10,1,pron.,0
A,101,R,A-101-R-Q41to44,tailor,tailored,1,3,n./v.,0
A,101,R,A-101-R-Q41to44,garment,garment,1,5,n.,0
A,101,R,A-101-R-Q41to44,that,that,4,1,pron./adj./adv./conj.,0
A,101,R,A-101-R-Q41to44,wrap,wrapped,2,3,v./n.,0
A,101,R,A-101-R-Q41to44,around,around,3,1,adv./prep.,0
A,101,R,A-101-R-Q41to44,wearer's,wearer's,2,9,,0
A,101,R,A-101-R-Q41to44,body,body,4,1,n.,0
A,101,R,A-101-R-Q41to44,at,at,1,1,prep.,0
A,101,R,A-101-R-Q41to44,waist,waist,2,2,n.,0
A,101,R,A-101-R-Q41to44,start,starting,1,1,v./n.,0
A,101,R,A-101-R-Q41to44,from,from,3,1,prep.,0
A,101,R,A-101-R-Q41to44,one,one,3,1,n./adj./pron.,0
A,101,R,A-101-R-Q41to44,front,front,5,1,n./adj./v.,0
A,101,R,A-101-R-Q41to44,and,and,9,1,conj.,0
A,101,R,A-101-R-Q41to44,back,back,2,1,n./adj./adv./v.,0
A,101,R,A-101-R-Q41to44,across,across,2,1,prep./adv.,0
A,101,R,A-101-R-Q41to44,again,again,1,1,adv.,0
A,101,R,A-101-R-Q41to44,to,to;To,12,1,prep.,0
A,101,R,A-101-R-Q41to44,opposite,opposite,1,3,adj./n./adv./prep.,0
A,101,R,A-101-R-Q41to44,overlapping,overlapping,1,9,,0
A,101,R,A-101-R-Q41to44,layer,layers,1,5,n./v.,0
A,101,R,A-101-R-Q41to44,in,in,5,1,prep./adv./adj.,0
A,101,R,A-101-R-Q41to44,are,are,2,1,v.,0
A,101,R,A-101-R-Q41to44,call,called,1,1,v./n.,0
A,101,R,A-101-R-Q41to44,cover,covers;cover,2,1,v./n.,0
A,101,R,A-101-R-Q41to44,down,down,1,1,adv./prep./adj./v./n.,0
A,101,R,A-101-R-Q41to44,just,just,1,1,adj.,0
A,101,R,A-101-R-Q41to44,above,above,1,1,prep./adv./adj.,0
A,101,R,A-101-R-Q41to44,properly,properly,1,9,,0
A,101,R,A-101-R-Q41to44,make,made,1,1,v.,0
A,101,R,A-101-R-Q41to44,should,should,6,9,,0
A,101,R,A-101-R-Q41to44,not,not;NOT,2,1,adv.,0
A,101,R,A-101-R-Q41to44,be,be;were,13,1,v.,0
A,101,R,A-101-R-Q41to44,so,so,2,1,adv.,0
A,101,R,A-101-R-Q41to44,loose,loose,1,3,adj.,0
A,101,R,A-101-R-Q41to44,wearer,wearer,1,9,,0
A,101,R,A-101-R-Q41to44,can,can,6,1,v.(aux.),0
A,101,R,A-101-R-Q41to44,easily,easily,1,9,,0
A,101,R,A-101-R-Q41to44,twist,twist,1,3,v./n.,0
A,101,R,A-101-R-Q41to44,nor,nor,1,1,conj.,0
A,101,R,A-101-R-Q41to44,tight,tight,1,3,adj./adv.,0
A,101,R,A-101-R-Q41to44,cause,causes,1,1,n./v.,0
A,101,R,A-101-R-Q41to44,bulge,bulging,1,5,n./v.,0
A,101,R,A-101-R-Q41to44,of,of,12,9,,0
A,101,R,A-101-R-Q41to44,fabric,fabric,1,5,n.,0
A,101,R,A-101-R-Q41to44,where,where,1,1,adv./conj./pron./n.,0
A,101,R,A-101-R-Q41to44,underwear,Underwear;underwear,2,2,n.,0
A,101,R,A-101-R-Q41to44,may,may,1,1,n.,0
A,101,R,A-101-R-Q41to44,as,as,1,1,adv./conj./prep./pron.,0
A,101,R,A-101-R-Q41to44,most,most,1,1,adj./pron./adv.,0
A,101,R,A-101-R-Q41to44,distinctive,distinctive,1,5,adj.,0
A,101,R,A-101-R-Q41to44,feature,features,1,3,n./v.,0
A,101,R,A-101-R-Q41to44,pattern,pattern;patterns,4,2,n./v.,0
A,101,R,A-101-R-Q41to44,or,or,2,1,conj.,0
A,101,R,A-101-R-Q41to44,association,association,1,4,n.,0
A,101,R,A-101-R-Q41to44,particular,particular,1,2,adj.,0
A,101,R,A-101-R-Q41to44,with,with,8,1,prep.,0
A,101,R,A-101-R-Q41to44,individual,individual;individuals,2,3,adj./n.,0
A,101,R,A-101-R-Q41to44,family,families;family,2,1,n.,0
A,101,R,A-101-R-Q41to44,trace,traced,1,3,v./n.,0
A,101,R,A-101-R-Q41to44,hundred,hundreds,1,1,n./adj.,0
A,101,R,A-101-R-Q41to44,then,Then,1,1,adv./adj./n./conj.,0
A,101,R,A-101-R-Q41to44,victorian,Victorian,1,9,,0
A,101,R,A-101-R-Q41to44,era,era,1,4,n.,0
A,101,R,A-101-R-Q41to44,weave,weaving,2,3,v./n.,0
A,101,R,A-101-R-Q41to44,company,companies,1,2,n.,0
A,101,R,A-101-R-Q41to44,begin,began,1,1,v.,0
A,101,R,A-101-R-Q41to44,systematically,systematically,1,9,,0
A,101,R,A-101-R-Q41to44,record,record,1,2,n.,0
A,101,R,A-101-R-Q41to44,formalize,formalize,1,9,,0
A,101,R,A-101-R-Q41to44,system,system,1,3,n.,0
A,101,R,A-101-R-Q41to44,setts,setts,2,9,,0
A,101,R,A-101-R-Q41to44,for,for,7,1,prep./conj.,0
A,101,R,A-101-R-Q41to44,commercial,commercial,1,3,adj./n.,0
A,101,R,A-101-R-Q41to44,today,Today,1,1,adv./n.,0
A,101,R,A-101-R-Q41to44,there,there,2,1,adv./n.,0
A,101,R,A-101-R-Q41to44,also,also,2,1,adv.,0
A,101,R,A-101-R-Q41to44,state,States,2,1,n.,0
A,101,R,A-101-R-Q41to44,school,schools,1,1,n./v.,0
A,101,R,A-101-R-Q41to44,general,general,2,1,adj.,0
A,101,R,A-101-R-Q41to44,anybody,anybody,1,2,pron.,0
A,101,R,A-101-R-Q41to44,on,On;on,2,9,,0
A,101,R,A-101-R-Q41to44,often,often,1,1,"adv. ",0
A,101,R,A-101-R-Q41to44,top,topped,1,1,n./adj./v.,0
A,101,R,A-101-R-Q41to44,small,small,2,1,adj./n./adv.,0
A,101,R,A-101-R-Q41to44,decorative,decorative,1,9,,0
A,101,R,A-101-R-Q41to44,knife,knife,1,1,n./v.,0
A,101,R,A-101-R-Q41to44,typically,typically,2,9,,0
A,101,R,A-101-R-Q41to44,come,comes;come,2,1,v.,0
A,101,R,A-101-R-Q41to44,very,very,1,1,adv.,0
A,101,R,A-101-R-Q41to44,wide,wide,1,1,adj./adv./n.,0
A,101,R,A-101-R-Q41to44,fairly,fairly,1,3,adv.,0
A,101,R,A-101-R-Q41to44,plain,plain,1,2,adj.,0
A,101,R,A-101-R-Q41to44,quite,quite,1,1,adv.,0
A,101,R,A-101-R-Q41to44,elaborate,elaborate,1,5,adj./v.,0
A,101,R,A-101-R-Q41to44,silver-,silver-,1,9,,0
A,101,R,A-101-R-Q41to44,jewel-ornamented,jewel-ornamented,1,9,,0
A,101,R,A-101-R-Q41to44,which,which,1,1,pron./adj.,0
A,101,R,A-101-R-Q41to44,gaelic,Gaelic,1,9,,0
A,101,R,A-101-R-Q41to44,word,word,1,1,n./v.,0
A,101,R,A-101-R-Q41to44,pouch,pouch,1,9,,0
A,101,R,A-101-R-Q41to44,"
[choices]
41.what's","
[choices]
41.What's",1,9,,0
A,101,R,A-101-R-Q41to44,proper,proper,1,3,adj.,0
A,101,R,A-101-R-Q41to44,way,way,1,1,n.,0
A,101,R,A-101-R-Q41to44,underneath,underneath,1,5,prep./adv./n./adj.,0
A,101,R,A-101-R-Q41to44,loosely,loosely,1,9,,0
A,101,R,A-101-R-Q41to44,fit,fit,1,2,adj./v./n./adv.,0
A,101,R,A-101-R-Q41to44,turn,turned,1,1,v./n.,0
A,101,R,A-101-R-Q41to44,long,long,1,1,adj./adv.,0
A,101,R,A-101-R-Q41to44,enough,enough,1,1,adj./n./adv.,0
A,101,R,A-101-R-Q41to44,two,two,1,1,n./adj.,0
A,101,R,A-101-R-Q41to44,following,following,2,2,prep./n./adj.,0
A,101,R,A-101-R-Q41to44,correct,correct,1,1,adj./v.,0
A,101,R,A-101-R-Q41to44,description,description,1,3,n.,0
A,101,R,A-101-R-Q41to44,about,about,1,1,prep./adv.,0
A,101,R,A-101-R-Q41to44,they,They,4,1,pron.,0
